ID,Age of Subject,Time spent on Online Class,Rating of Online Class experience,Medium for online class,Time spent on self study,Time spent on fitness,Time spent on sleep,Time spent on social media,Time spent on TV,Number of meals per day,Change in your weight,Health issue during lockdown,Stress busters,Time utilized,"Do you find yourself more connected with your family, close friends , relatives  ?",What you miss the most
R660,21,6.0,Very poor,Smartphone,4.0,1.0,7.0,2.0,0,4,Increased,NO,Scrolling through social media,NO,NO,"Friends , relatives"
R661,20,4.0,Very poor,Smartphone,3.0,0.0,8.0,3.0,0,3,Remain Constant,NO,Online gaming,NO,NO,Travelling
R662,20,4.0,Very poor,Laptop/Desktop,4.0,1.0,7.0,1.0,2,4,Remain Constant,NO,Sleeping,NO,YES,"Friends , relatives"
R663,20,5.0,Average,Laptop/Desktop,0.5,0.0,8.0,1.0,0.5,3,Remain Constant,NO,Scrolling through social media,NO,YES,School/college
R664,20,5.0,Very poor,Smartphone,2.0,1.0,7.0,1.0,0,5,Increased,NO,Cardio,YES,YES,Roaming around freely
R665,22,6.0,Average,Smartphone,2.0,1.0,11.0,6.0,2,4,Increased,YES,Watching web series,NO,NO,"Friends , relatives"
R666,22,3.0,Very poor,Laptop/Desktop,2.0,0.0,9.0,4.0,1,4,Increased,NO,Online gaming,NO,YES,"Friends , relatives"
R667,21,1.0,Average,Smartphone,1.0,2.0,8.0,2.0,0.5,3,Decreased,NO,Online gaming,NO,YES,Roaming around freely
R668,30,2.0,Very poor,Laptop/Desktop,1.0,1.0,5.0,1.0,0,3,Remain Constant,NO,Talking to your relatives,YES,YES,Roaming around freely
R669,21,2.0,Very poor,Laptop/Desktop,2.0,0.0,6.0,3.0,0,3,Remain Constant,NO,Online surfing,NO,NO,"Friends , relatives"
R670,22,3.0,Average,Laptop/Desktop,3.0,1.0,8.0,3.0,0,2,Decreased,NO,Dancing,YES,NO,"Friends , relatives"
R671,21,4.0,Good,Smartphone,3.0,1.0,8.0,3.0,3,3,Increased,NO,Online gaming,YES,YES,Colleagues
R672,21,5.0,Very poor,Smartphone,1.0,0.5,9.0,1.5,0,3,Remain Constant,NO,Scrolling through social media,NO,NO,Roaming around freely
R673,19,5.0,Good,Laptop/Desktop,3.0,0.0,9.0,5.0,1,3,Remain Constant,NO,Online gaming,YES,YES,Travelling
R674,22,1.0,Very poor,Laptop/Desktop,2.0,1.0,9.0,1.5,0.5,3,Remain Constant,YES,Watching web series,NO,NO,"Friends , relatives"
R675,20,6.0,Average,Laptop/Desktop,2.0,1.0,8.0,4.0,0,2,Remain Constant,NO,Online gaming,NO,NO,Roaming around freely
R676,21,3.0,Excellent,Laptop/Desktop,6.5,0.0,7.0,0.5,0,3,Remain Constant,NO,Listening to music,YES,NO,Roaming around freely
R678,21,3.0,Average,Laptop/Desktop,2.0,1.0,7.0,2.0,1,3,Decreased,NO,Online surfing,YES,YES,Travelling
R679,21,0.0,Very poor,Laptop/Desktop,4.0,1.0,8.0,1.0,0,4,Remain Constant,NO,Scrolling through social media,YES,NO,Roaming around freely
R680,21,5.0,Good,Laptop/Desktop,4.0,2.0,8.0,1.0,0,4,Decreased,YES,Cooking,NO,NO,Travelling
R681,22,0.0,Very poor,Smartphone,0.5,1.0,10.0,1.0,0,3,Increased,NO,Online gaming,NO,YES,Eating outside
R682,20,0.0,Very poor,Laptop/Desktop,0.0,0.0,10.0,10.0,0,3,Increased,NO,Online gaming,NO,YES,"Friends , relatives"
R683,20,3.0,Good,Laptop/Desktop,3.0,1.0,7.0,2.0,1,2,Remain Constant,NO,Online gaming,YES,YES,School/college
R684,18,2.0,Average,Smartphone,1.0,1.0,10.0,4.0,1,4,Increased,NO,Online gaming,NO,NO,Eating outside
R685,19,0.0,Average,Laptop/Desktop,3.0,1.0,9.0,2.0,0,2,Remain Constant,NO,Online gaming,NO,NO,Eating outside
R686,21,3.0,Average,Laptop/Desktop,4.0,1.0,7.0,1.0,2,4,Decreased,NO,Meditation,NO,YES,"Friends , relatives"
R687,19,4.0,Poor,Laptop/Desktop,5.0,2.0,7.0,0.5,0,4,Remain Constant,YES,Listening to music,YES,YES,School/college
R688,22,3.0,Very poor,Laptop/Desktop,3.0,0.0,7.0,4.0,0,3,Increased,NO,Listening to music,NO,NO,"Friends , relatives"
R689,21,7.0,Very poor,Laptop/Desktop,0.0,0.0,8.0,3.0,0,3,Remain Constant,NO,Online surfing,YES,NO,Eating outside
R690,20,0.0,Very poor,Laptop/Desktop,2.0,2.0,9.0,2.0,0.5,3,Decreased,NO,Listening to music,YES,YES,School/college
R691,20,4.0,Very poor,Smartphone,2.0,1.0,6.0,2.0,1,3,Increased,NO,I cant de-stress myslef,YES,YES,all
R692,21,4.0,Good,Smartphone,2.0,1.0,7.0,3.0,0,3,Remain Constant,NO,Listening to music,YES,YES,School/college
R693,23,3.0,Very poor,Laptop/Desktop,6.0,1.0,7.0,1.5,0.5,3,Increased,YES,working out and some physical activity,YES,YES,School/college
R694,22,0.0,Very poor,Laptop/Desktop,1.0,0.0,14.0,2.0,2,3,Increased,NO,Sleeping,NO,NO,Roaming around freely
R695,20,4.0,Very poor,Laptop/Desktop,1.0,2.0,12.0,2.0,2,3,Remain Constant,NO,Listening to music,YES,YES,ALL
R696,20,6.0,Very poor,Laptop/Desktop,6.0,1.0,8.0,0.0,1,3,Decreased,NO,Online surfing,NO,YES,nothing
R697,21,3.0,Average,Laptop/Desktop,3.0,0.0,9.0,2.0,0,8,Increased,NO,Watching web series,YES,YES,Roaming around freely
R698,19,1.0,Average,Laptop/Desktop,3.0,0.0,10.0,4.0,0,3,Decreased,NO,Online surfing,NO,NO,Roaming around freely
R699,22,0.0,Average,Laptop/Desktop,6.0,1.0,6.0,1.0,2,3,Remain Constant,NO,Online gaming,YES,YES,Gym
R700,20,3.0,Poor,Laptop/Desktop,5.0,1.0,7.0,1.0,0,3,Increased,YES,Watching web series,NO,NO,Roaming around freely
R701,19,1.0,Average,Laptop/Desktop,2.0,1.0,7.0,3.0,0,3,Remain Constant,NO,Reading books,NO,YES,"Friends , relatives"
R702,22,2.0,Good,Laptop/Desktop,10.0,1.0,6.0,1.0,0,6,Increased,NO,Listening to music,YES,YES,Travelling
R703,19,2.0,Very poor,Laptop/Desktop,1.0,2.0,5.0,4.0,1,2,Decreased,NO,Listening to music,YES,YES,"Friends , relatives"
R704,18,3.0,Average,Smartphone,1.0,1.0,9.0,4.0,0.5,4,Remain Constant,NO,Listening to music,YES,YES,"Friends , relatives"
R705,20,2.0,Average,Laptop/Desktop,2.0,1.0,9.0,1.0,1,3,Remain Constant,NO,Listening to music,YES,NO,Roaming around freely
R706,19,2.0,Very poor,Laptop/Desktop,2.0,0.0,12.0,2.0,0,2,Decreased,NO,Listening to music,YES,YES,School/college
R707,23,2.0,Average,Smartphone,5.0,1.0,12.0,1.0,0,3,Remain Constant,YES,Listening to music,YES,NO,School/college
R708,19,0.0,Average,Smartphone,1.0,0.0,8.0,4.0,3,3,Increased,NO,Online gaming,NO,YES,Roaming around freely
R710,19,2.0,Good,Laptop/Desktop,3.0,1.0,8.0,2.0,1,3,Remain Constant,YES,Reading,YES,YES,School/college
R711,17,7.0,Very poor,Laptop/Desktop,3.0,2.0,6.0,2.0,0,4,Remain Constant,NO,Sleeping,YES,NO,Eating outside
R712,18,7.0,Average,Laptop/Desktop,2.0,1.0,8.0,3.0,1,3,Decreased,NO,Watching web series,YES,YES,"Friends , relatives"
R713,22,2.0,Good,Any Gadget,1.5,1.0,7.0,1.0,2,3,Increased,NO,Web Series,NO,NO,Travelling
R714,21,4.0,Average,Laptop/Desktop,4.0,0.0,7.0,2.0,1,3,Increased,NO,Watching web series,YES,YES,"Friends , relatives"
R715,17,3.0,Average,Laptop/Desktop,2.0,0.0,6.0,2.0,0,3,Increased,NO,Online gaming,NO,YES,"Friends , relatives"
R716,19,0.0,Good,Tablet,0.5,1.0,6.0,2.0,1,4,Increased,NO,Web Series,NO,YES,School/college
R717,20,5.0,Very poor,Smartphone,2.0,2.0,6.0,3.0,2,2,Decreased,NO,Reading books,NO,NO,Roaming around freely
R718,17,4.0,Very poor,Smartphone,1.0,0.0,6.0,2.0,0,3,Increased,NO,Listening to music,NO,NO,"Friends , relatives"
R719,21,3.0,Very poor,Laptop/Desktop,3.0,1.0,8.0,3.0,2,2,Increased,NO,Listening to music,NO,NO,"Friends , relatives"
R720,19,2.0,Average,Smartphone,2.0,0.0,9.0,5.0,1,2,Remain Constant,NO,Sleeping,NO,NO,School/college
R721,20,1.5,Very poor,Smartphone,2.5,2.0,9.0,1.0,1.5,2,Decreased,YES,Listening to music,NO,YES,Travelling
R722,21,3.0,Very poor,Laptop/Desktop,3.0,0.0,9.0,4.0,0.75,4,Increased,NO,Sleeping,NO,NO,School/college
R723,19,2.0,Average,Laptop/Desktop,4.0,1.0,6.0,3.0,1,4,Increased,NO,Scrolling through social media,NO,YES,"Friends , relatives"
R724,38,4.0,Excellent,Laptop/Desktop,5.0,1.0,6.0,1.0,2,3,Increased,NO,Online gaming,YES,YES,Roaming around freely
R725,19,3.0,Average,Smartphone,7.0,1.0,6.0,1.0,1,4,Increased,NO,Talking to your relatives,YES,YES,School/college
R726,17,2.0,Average,Laptop/Desktop,0.0,0.0,11.0,1.5,2,4,Remain Constant,NO,Talking to your relatives,NO,YES,Eating outside
R727,18,3.0,Good,Laptop/Desktop,3.0,0.0,10.0,2.0,0,2,Increased,NO,Listening to music,NO,YES,Colleagues
R728,20,5.0,Very poor,Laptop/Desktop,2.0,3.0,10.0,1.0,0.5,2,Decreased,YES,Writing my own Comics & novels,YES,YES,Playing
R729,20,2.0,Very poor,Smartphone,6.0,1.0,5.0,4.0,0.5,1,Increased,YES,Listening to music,YES,YES,Travelling
R730,23,0.0,Average,Laptop/Desktop,1.0,1.0,9.0,3.0,0,3,Increased,NO,Listening to music,YES,YES,Travelling
R731,29,2.0,Average,Laptop/Desktop,2.0,1.0,8.0,0.0,0,2,Remain Constant,NO,Reading books,NO,YES,nothing
R732,20,0.0,Very poor,Laptop/Desktop,6.0,0.0,9.0,1.0,1,3,Increased,NO,Sleeping,NO,NO,Travelling
R733,22,1.0,Very poor,Smartphone,4.0,0.25,10.0,1.0,0,3,Remain Constant,NO,Sleeping,NO,YES,.
R734,18,2.0,Average,Laptop/Desktop,3.0,1.0,8.0,2.0,3,3,Increased,NO,Online surfing,YES,YES,School/college
R735,15,4.0,Good,Smartphone,4.0,1.0,4.0,3.0,2,3,Remain Constant,NO,Sleeping,YES,YES,Colleagues
R736,19,4.0,Average,Smartphone,5.0,1.0,8.0,2.0,1,3,Remain Constant,NO,Meditation,YES,YES,Travelling
R737,20,2.0,Very poor,Smartphone,2.0,0.0,9.0,10.0,1,2,Decreased,NO,Online gaming,YES,YES,Nothing
R738,21,1.0,Very poor,Smartphone,4.0,1.0,9.0,1.0,1,3,Remain Constant,NO,Watching web series,YES,NO,Eating outside
R739,21,4.0,Average,Laptop/Desktop,3.0,0.0,8.0,2.0,1,3,Decreased,NO,Online gaming,YES,YES,Roaming around freely
R740,20,4.0,Very poor,Smartphone,1.0,1.0,10.0,2.0,1,3,Increased,YES,Dancing,NO,YES,Eating outside
R741,20,2.0,Average,Smartphone,1.0,2.0,8.0,4.0,2,4,Decreased,NO,Reading books,NO,YES,Travelling
R742,19,0.0,Very poor,Smartphone,2.0,1.0,7.0,4.0,0,2,Remain Constant,NO,Meditation,NO,YES,Travelling
R743,28,3.0,Good,Laptop/Desktop,1.0,0.0,10.0,1.0,0,2,Increased,NO,Online gaming,NO,YES,Eating outside
R744,19,6.0,Good,Laptop/Desktop,6.0,0.0,8.0,2.0,0.5,2,Increased,NO,Listening to music,YES,NO,Travelling
R745,21,2.0,Average,Smartphone,2.0,1.0,8.0,1.0,0,3,Remain Constant,NO,Sleeping,NO,NO,"Friends , relatives"
R746,23,0.0,Good,Laptop/Desktop,3.0,0.0,10.0,4.0,1,3,Increased,NO,Online gaming,NO,YES,Eating outside
R747,20,3.0,Good,Laptop/Desktop,2.0,1.0,7.0,5.0,2,3,Remain Constant,NO,Reading,NO,YES,School/college
R748,22,4.0,Good,Laptop/Desktop,2.0,1.0,12.0,2.0,2,3,Remain Constant,NO,Talking,NO,YES,School/college
R749,20,2.0,Average,Smartphone,4.0,1.0,8.0,2.0,0,3,Increased,NO,Listening to music,YES,YES,School/college
R751,20,5.0,Good,Laptop/Desktop,4.0,1.0,7.0,3.0,1,3,Increased,NO,Reading,YES,YES,Travelling
R752,23,3.0,Good,Laptop/Desktop,2.0,1.0,6.0,1.0,0,2,Remain Constant,NO,Reading,YES,YES,Eating outside
R753,21,2.0,Very poor,Smartphone,2.0,1.0,8.0,4.0,1,4,Increased,NO,Scrolling through social media,NO,YES,Travelling
R754,19,3.0,Very poor,Smartphone,2.0,1.0,9.0,5.0,1,3,Remain Constant,NO,Listening to music,NO,NO,"Friends , relatives"
R755,23,3.0,Good,Laptop/Desktop,5.0,0.0,6.0,1.0,0,2,Remain Constant,NO,Web Series,NO,YES,School/college
R756,20,4.0,Average,Smartphone,2.0,0.0,8.0,2.0,4,3,Remain Constant,NO,Sleeping,YES,YES,"Friends , relatives"
R757,22,2.0,Good,Laptop/Desktop,2.0,1.0,8.0,2.0,0,4,Increased,NO,Web Series,YES,YES,Travelling
R758,19,2.0,Poor,Smartphone,2.0,2.0,8.0,3.0,0,4,Decreased,YES,Gym,YES,NO,Roaming around freely
R759,21,5.0,Very poor,Smartphone,4.0,1.0,7.0,1.0,0,3,Remain Constant,NO,Meditation,YES,YES,"Friends , relatives"
R760,20,0.0,Very poor,Smartphone,5.0,0.0,8.0,1.0, ,3,Decreased,YES,I have no problem of stress ,NO,YES,I have missed nothing 
R761,21,1.0,Very poor,Laptop/Desktop,5.0,1.0,11.0,2.0,0,3,Increased,NO,workout,NO,YES,Eating outside
R762,22,5.0,Good,Laptop/Desktop,3.0,0.0,7.0,2.0,0,3,Remain Constant,NO,Sleeping,YES,YES,Travelling
R763,18,4.0,Good,Smartphone,2.0,0.5,6.0,2.0,0,4,Remain Constant,NO,Online gaming,YES,NO,School/college
R764,21,1.0,Good,Laptop/Desktop,1.0,2.0,7.0,2.0,0,3,Remain Constant,NO,Listening to music,YES,YES,Colleagues
R765,22,2.0,Average,Laptop/Desktop,5.0,0.3,8.0,1.0,1,3,Increased,YES,Listening to music,NO,NO,Roaming around freely
R766,20,4.0,Average,Laptop/Desktop,3.0,1.0,9.0,3.0,1,2,Increased,NO,Meditation,NO,YES,"Friends , relatives"
R767,19,6.0,Very poor,Smartphone,4.0,2.0,6.0,2.0,0,4,Decreased,YES,Online gaming,YES,YES,"Friends , relatives"
R768,21,0.5,Very poor,Smartphone,2.0,1.0,9.0,1.0,0,3,Increased,NO,Reading books,NO,YES,Travelling
R769,21,1.0,Very poor,Laptop/Desktop,0.0,0.0,9.0,3.0,0,3,Remain Constant,NO,Watching web series,NO,NO,School/college
R770,19,4.0,Very poor,Smartphone,2.0,1.0,9.0,7.0,3,3,Increased,NO,Sleeping,NO,YES,School/college
R771,21,2.0,Very poor,Smartphone,2.0,0.0,8.0,1.0,0,3,Increased,YES,Reading books,NO,YES,School/college
R772,23,5.5,Excellent,Laptop/Desktop,3.0,1.0,8.0,1.0,0,2,Decreased,NO,Watching web series,YES,YES,School/college
R773,21,0.0,Very poor,Smartphone,0.0,0.0,9.0,4.0,0,4,Increased,NO,Watching web series,NO,NO,Eating outside
R774,40,6.0,Average,Laptop/Desktop,3.0,0.0,7.0,2.0,2,3,Remain Constant,NO,No able to reduce the stress ,NO,YES,Travelling
R775,20,4.0,Good,Laptop/Desktop,1.0,0.0,9.0,2.0,0,3,Increased,NO,Social Media,NO,YES,School/college
R776,40,5.0,Excellent,Laptop/Desktop,4.0,0.5,6.0,1.0,2,2,Remain Constant,NO,Talking to your relatives,YES,YES,Travelling
R777,19,3.0,Average,Smartphone,1.0,1.0,6.0,2.0,0,3,Decreased,NO,Watching web series,YES,YES,School/college
R778,18,2.0,Very poor,Laptop/Desktop,4.0,0.0,8.0,1.5,0,2,Remain Constant,NO,Watching web series,NO,NO,School/college
R779,23,3.0,Average,Laptop/Desktop,2.0,1.0,6.0,3.0,2,4,Remain Constant,NO,Listening to music,YES,YES,"Friends , relatives"
R780,21,7.0,Average,Laptop/Desktop,8.0,0.0,6.0,1.0,1,4,Increased,NO,Listening to music,NO,YES,"Friends , relatives"
R782,20,0.5,Very poor,Smartphone,1.0,1.0,8.0,0.5,2.5,3,Remain Constant,NO,"Sleeping, Online games",NO,YES,All
R784,30,4.0,Average,Laptop/Desktop,3.0,1.0,7.8,4.0,2,3,Increased,NO,Watching web series,NO,NO,Roaming around freely
R785,21,5.0,Average,Laptop/Desktop,1.0,1.0,8.0,2.0,2,4,Remain Constant,NO,Watching web series,YES,YES,"Friends , relatives"
R786,20,1.0,Very poor,Laptop/Desktop,0.0,0.0,8.0,4.0,0,4,Increased,NO,Listening to music,NO,YES,"Friends , relatives"
R787,22,3.0,Average,Laptop/Desktop,5.0,0.0,8.0,2.0,0,2,Remain Constant,YES,Listening to music,YES,YES,"Friends , relatives"
R788,40,1.0,Excellent,Laptop/Desktop,2.0,1.0,6.7,1.0,1,2,Remain Constant,NO,Online surfing,YES,YES,"Friends , relatives"
R789,24,5.0,Excellent,Laptop/Desktop,3.0,3.0,8.0,2.0,2,3,Remain Constant,NO,By engaging in my work.,YES,YES,ALL
R790,18,4.0,Very poor,Smartphone,1.0,2.0,9.0,2.0,0.5,2,Decreased,NO,Listening to music,NO,YES,Roaming around freely
R791,22,1.0,Very poor,Smartphone,2.0,1.0,5.0,10.0,0,2,Decreased,NO,Watching web series,NO,NO,Roaming around freely
R792,20,7.0,Poor,Smartphone,2.0,0.0,8.0,3.0,0,2,Remain Constant,YES,Scrolling through social media,NO,YES,Travelling & Friends
R793,35,3.0,Good,Laptop/Desktop,3.0,1.0,7.0,1.0,1,3,Remain Constant,NO,Sleeping,NO,NO,School/college
R794,40,2.0,Poor,Smartphone,3.0,0.0,5.0,1.0,1,4,Increased,NO,Watching web series,NO,YES,School/college
R795,18,0.0,Poor,Laptop/Desktop,2.0,2.0,7.0,4.0,1,3,Remain Constant,NO,Online gaming,YES,YES,School/college
R796,19,4.0,Very poor,Smartphone,0.0,0.0,7.0,1.0,0,2,Increased,NO,Listening to music,NO,NO,Eating outside
R797,35,4.0,Average,Laptop/Desktop,4.0,2.0,10.0,2.0,1,3,Remain Constant,NO,Online gaming,YES,YES,Roaming around freely
R798,16,5.0,Very poor,Laptop/Desktop,4.0,0.5,8.0,0.5,0,3,Increased,NO,Reading books,NO,NO,Eating outside
R799,30,1.0,Good,Smartphone,1.0,1.0,7.0,1.0,0,4,Remain Constant,NO,Dancing,NO,YES,School/college
R800,23,5.0,Excellent,Laptop/Desktop,2.0,1.0,8.0,1.0,4,3,Remain Constant,YES,Meditation,YES,YES,"Friends , relatives"
R801,19,2.0,Average,Laptop/Desktop,5.0,0.0,9.0,2.0,0.5,3,Increased,YES,Talking to your relatives,NO,YES,"Friends , relatives"
R802,19,4.0,Very poor,Smartphone,2.0,1.0,8.0,2.0,1,3,Remain Constant,NO,Listening to music,NO,YES,School/college
R803,37,4.0,Good,Laptop/Desktop,5.0,1.0,7.0,4.0,0,2,Increased,NO,Talking,YES,YES,Travelling
R804,21,3.0,Very poor,Laptop/Desktop,2.0,0.0,7.0,1.0,0,2,Increased,NO,Scrolling through social media,NO,NO,School/college
R805,20,3.0,Very poor,Laptop/Desktop,4.0,0.0,9.0,2.0,1,4,Increased,NO,Scrolling through social media,YES,NO,"Friends , relatives"
R806,24,0.0,Average,Smartphone,1.0,1.0,8.0,1.0,0,3,Remain Constant,NO,Work,YES,NO,Roaming around freely
R807,40,0.0,Average,Laptop/Desktop,0.0,1.0,10.0,2.0,1,3,Increased,NO,Watching web series,NO,YES,"Friends , relatives"
R808,20,2.0,Very poor,Smartphone,1.0,0.5,8.0,2.0,5,3,Remain Constant,NO,Listening to music,NO,YES,Roaming around freely
R809,23,3.0,Poor,Smartphone,4.0,0.0,9.0,3.0,0,2,Increased,NO,Watching web series,NO,YES,"Friends , relatives"
R810,26,3.0,Very poor,Laptop/Desktop,2.0,1.0,8.0,1.0,0,4,Increased,NO,Listening to music,YES,YES,Roaming around freely
R811,20,5.0,Good,Smartphone,3.0,0.0,7.0,2.0,2,4,Remain Constant,NO,Online gaming,NO,YES,Travelling
R813,14,5.0,Good,Laptop/Desktop,4.0,0.0,8.0,2.0,2,3,Increased,NO,Sleeping,NO,YES,School/college
R814,20,0.0,Very poor,Smartphone,1.0,0.0,10.0,4.0,1,3,Increased,NO,Online gaming,NO,YES,Travelling
R815,22,0.0,Average,Smartphone,0.0,0.0,10.0,5.0,4,2,Remain Constant,NO,Drawing,NO,YES,School/college
R816,40,5.0,Average,Smartphone,2.0,1.0,8.0,4.0,6,3,Remain Constant,NO,Scrolling through social media,YES,YES,Roaming around freely
R817,23,1.0,Poor,Smartphone,2.0,1.0,8.0,2.0,2,2,Increased,YES,Meditation,NO,YES,School/college
R818,21,3.0,Very poor,Smartphone,2.0,2.0,7.0,3.0,3,2,Remain Constant,NO,Listening to music,YES,YES,"Friends , relatives"
R819,21,5.0,Average,Smartphone,5.0,0.0,5.0,2.0,1,2,Remain Constant,NO,Listening to music,YES,NO,To stay alone. 
R820,34,2.0,Average,Smartphone,1.0,1.0,7.0,4.0,2,3,Increased,NO,Scrolling through social media,YES,YES,Travelling
R821,40,1.0,Average,Smartphone,1.0,1.0,8.0,3.0,2,2,Decreased,NO,Forming ,NO,YES,School/college
R822,22,3.0,Good,Smartphone,2.0,1.0,8.0,2.0,1,2,Remain Constant,NO,Online gaming,YES,NO,Colleagues
R823,21,2.0,Very poor,Smartphone,0.0,2.0,8.0,4.0,2,2,Remain Constant,NO,Cooking,NO,NO,Travelling
R824,18,2.0,Poor,Smartphone,1.0,1.0,8.5,2.0,3,3,Remain Constant,NO,Listening to music,NO,NO,School/college
R825,22,2.0,Average,Laptop/Desktop,7.0,1.0,9.0,2.0,0,2,Decreased,NO,Scrolling through social media,NO,NO,Roaming around freely
R826,21,0.0,Very poor,Smartphone,2.0,3.0,9.0,1.0,1,1,Decreased,YES,Online surfing,NO,NO,Roaming around freely
R827,22,3.0,Very poor,Laptop/Desktop,5.0,1.0,8.0,3.0,1,4,Remain Constant,NO,Scrolling through social media,YES,YES,"Friends , relatives"
R828,21,2.0,Good,Laptop/Desktop,2.0,2.0,7.0,0.5,0,4,Remain Constant,NO,Reading,YES,YES,Colleagues
R829,21,3.0,Very poor,Laptop/Desktop,12.0,0.0,6.0,1.0,0,2,Decreased,YES,Scrolling through social media,NO,NO,School/college
R830,21,2.0,Very poor,Smartphone,3.0,0.0,8.0,2.0,0,2,Increased,YES,Listening to music,NO,NO,School/college
R831,20,4.0,Very poor,Laptop/Desktop,4.0,0.0,11.0,3.0,0,3,Increased,NO,Watching web series,NO,NO,Eating outside
R833,21,3.0,Very poor,Laptop/Desktop,5.0,0.0,7.0,1.0,0,4,Remain Constant,NO,Online gaming,YES,NO,Eating outside
R834,20,4.0,Average,Laptop/Desktop,5.0,0.5,8.0,1.0,2,3,Increased,NO,Meditation,YES,YES,"Friends , relatives"
R835,21,4.0,Average,Laptop/Desktop,4.0,0.0,6.0,4.0,0,3,Remain Constant,NO,Meditation,YES,YES,"Friends , relatives"
R836,21,3.0,Very poor,Smartphone,8.0,1.0,8.0,1.0,0,3,Remain Constant,NO,Meditation,YES,NO,"Friends , relatives"
R837,21,5.0,Average,Smartphone,6.0,0.0,5.0,2.0,0,3,Increased,YES,Online gaming,YES,YES,Eating outside
R838,40,6.0,Excellent,Laptop/Desktop,2.0,1.0,6.0,2.0,2,3,Decreased,NO,Listening to music,YES,NO,School/college
R839,20,2.0,Very poor,Smartphone,3.0,2.0,8.0,1.0,1,3,Increased,NO,Listening to music,NO,NO,School/college
R840,22,4.0,Good,Laptop/Desktop,2.0,1.0,8.0,5.0,0,3,Remain Constant,NO,Social Media,NO,YES,School/college
R841,19,5.0,Average,Smartphone,6.0,1.0,6.0,0.0,0,3,Remain Constant,NO,Online surfing,YES,YES,School/college
R842,22,3.0,Good,Smartphone,3.0,0.0,12.0,1.0,4,2,Remain Constant,NO,Online gaming,NO,NO,All
R843,20,6.0,Very poor,Laptop/Desktop,4.0,1.0,6.0,3.0,0.5,3,Remain Constant,NO,Watching web series,YES,YES,"Friends , relatives"
R844,36,4.0,Good,Laptop/Desktop,2.0,1.0,10.0,1.0,1,3,Increased,NO,Sleeping,YES,YES,Colleagues
R845,23,4.0,Good,Laptop/Desktop,2.0,0.5,7.0,3.0,1,3,Remain Constant,NO,Talking,YES,YES,Travelling
R847,24,2.0,Average,Smartphone,3.0,0.5,9.0,2.0,0,2,Remain Constant,NO,Sleeping,YES,YES,Family
R848,20,5.0,Average,Laptop/Desktop,4.0,1.0,8.0,2.0,1,3,Remain Constant,NO,Listening to music,NO,YES,Roaming around freely
R849,22,2.0,Excellent,Laptop/Desktop,3.0,1.0,8.0,2.0,1,3,Decreased,NO,Online surfing,YES,YES,Eating outside
R850,20,5.0,Very poor,Laptop/Desktop,1.0,0.0,8.0,1.0,0.5,2,Remain Constant,NO,Listening to music,NO,YES,"Friends , relatives"
R851,21,4.0,Very poor,Laptop/Desktop,2.0,0.0,10.0,2.0,0,3,Increased,NO,Listening to music,NO,NO,School/college
R852,38,4.0,Very poor,Laptop/Desktop,3.0,1.0,6.0,2.0,2,3,Remain Constant,NO,Sleeping,YES,YES,Travelling
R853,27,3.0,Good,Laptop/Desktop,2.0,1.0,8.0,2.0,0.5,4,Decreased,YES,Web Series,NO,NO,Travelling
R854,20,2.0,Average,Laptop/Desktop,2.0,0.0,7.0,2.0,1,3,Increased,NO,Scrolling through social media,NO,YES,"Friends , relatives"
R855,21,2.0,Very poor,Laptop/Desktop,12.0,1.0,9.0,5.0,1,3,Increased,NO,Online gaming,YES,YES,"Friends , relatives"
R856,20,8.0,Very poor,Laptop/Desktop,2.0,0.0,6.0,2.0,3,3,Decreased,NO,Listening to music,NO,YES,Eating outside
R857,20,4.0,Average,Smartphone,1.0,0.0,6.0,10.0,2,1,Remain Constant,NO,Online surfing,NO,NO,School/college
R858,22,5.0,Average,Smartphone,4.0,1.0,6.0,2.0,2,3,Increased,NO,Listening to music,YES,YES,School/college
R859,21,3.0,Very poor,Laptop/Desktop,2.0,1.0,8.0,0.75,1,3,Remain Constant,NO,Listening to music,NO,NO,Badminton in court
R860,21,3.0,Very poor,Laptop/Desktop,1.0,0.0,8.0,1.0,0,3,Increased,NO,Listening to music,NO,YES,Roaming around freely
R861,21,4.0,Very poor,Smartphone,6.0,0.0,9.0,2.0,0,2,Remain Constant,NO,Listening to music,NO,YES,School/college
R862,21,4.0,Very poor,Smartphone,1.0,1.0,7.0,2.0,0,4,Increased,NO,Scrolling through social media,YES,YES,Eating outside
R863,21,4.0,Average,Smartphone,2.0,2.0,12.0,2.0,0,2,Decreased,NO,Online surfing,NO,YES,"Friends , relatives"
R864,20,5.0,Average,Smartphone,5.0,1.0,6.0,2.0,1,3,Increased,NO,Listening to music,NO,YES,School/college
R865,33,2.0,Very poor,Laptop/Desktop,1.0,1.0,7.0,1.0,0,3,Remain Constant,YES,Online surfing,NO,YES,Travelling
R866,20,4.0,Very poor,Smartphone,5.0,1.0,10.0,3.0,0,2,Remain Constant,NO,Listening to music,NO,NO,School/college
R867,21,3.0,Average,Smartphone,2.0,2.0,7.0,1.0,3,2,Remain Constant,NO,Workout and listening music,YES,YES,Travelling
R868,20,6.0,Average,Laptop/Desktop,2.0,2.0,7.0,3.0,1,4,Decreased,NO,Meditation,YES,NO,"Friends , relatives"
